Kota Asal,Kota Tujuan,Jenis Kendaraan,Nama Kendaraan,Kelas,Jam Berangkat,Jam Tiba,Harga,Durasi Perjalanan
Kebumen,Cirebon,Kereta,Jayakarta 217B,Ekonomi,20:31,23:40,220000,189
Kebumen,Cirebon,Kereta,Sawunggalih 149,Eksekutif,19:34,22:53,290000,199
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:34,22:53,170000,199
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:34,22:53,200000,199
Kebumen,Cirebon,Kereta,Senja Utama Yk 139,Ekonomi,18:52,22:03,235000,191
Kebumen,Cirebon,Kereta,Senja Utama Yk 139,Ekonomi,18:52,22:03,250000,191
Kebumen,Cirebon,Kereta,Senja Utama Yk 139,Ekonomi,18:52,22:03,255000,191
Kebumen,Cirebon,Kereta,Senja Utama Yk 139,Eksekutif,18:52,22:03,355000,191
Kebumen,Cirebon,Kereta,Senja Utama Yk 139,Eksekutif,18:52,22:03,390000,191
Kebumen,Cirebon,Kereta,Senja Utama Yk 139,Eksekutif,18:52,22:03,370000,191
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:09,22:53,195000,224
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:09,22:53,200000,224
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:09,22:53,185000,224
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:09,22:53,170000,224
Kebumen,Cirebon,Kereta,Sawunggalih 149,Eksekutif,19:09,22:53,305000,224
Kebumen,Cirebon,Kereta,Sawunggalih 149,Eksekutif,19:09,22:53,275000,224
Kebumen,Cirebon,Kereta,Sawunggalih 149,Eksekutif,19:09,22:53,290000,224
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:21,22:53,200000,212
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:21,22:53,195000,212
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:21,22:53,185000,212
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:21,22:53,170000,212
Kebumen,Cirebon,Kereta,Sawunggalih 149,Eksekutif,19:21,22:53,290000,212
Kebumen,Cirebon,Kereta,Sawunggalih 149,Eksekutif,19:21,22:53,305000,212
Kebumen,Cirebon,Kereta,Sawunggalih 149,Eksekutif,19:21,22:53,275000,212
Kebumen,Cirebon,Kereta,Sawunggalih 149,Ekonomi,19:34,22:53,195000,199
Kebumen,Cirebon,Kereta,Senja Utama Solo 87,Ekonomi,21:12,00:06,270000,174
Kebumen,Surabaya,Kereta,Logawa 212,Ekonomi,07:06,13:53,235000,407
Kebumen,Cirebon,Kereta,Senja Utama Solo 87,Eksekutif,21:12,00:06,390000,174
Kebumen,Cirebon,Kereta,Senja Utama Solo 87,Eksekutif,21:12,00:06,415000,174
Kebumen,Cirebon,Kereta,Singasari 103,Eksekutif,23:17,02:35,295000,198
Kebumen,Cirebon,Kereta,Singasari 103,Eksekutif,23:17,02:35,310000,198
Kebumen,Pekalongan,Kereta,Joglosemarkerto 167,Ekonomi,08:26,12:45,165000,259
Kebumen,Pekalongan,Kereta,Joglosemarkerto 167,Eksekutif,08:26,12:45,255000,259
Kebumen,Pekalongan,Kereta,Joglosemarkerto 167,Ekonomi,08:37,12:45,165000,248
Kebumen,Pekalongan,Kereta,Joglosemarkerto 167,Eksekutif,08:37,12:45,255000,248
Kebumen,Pemalang,Kereta,Joglosemarkerto 167,Ekonomi,08:26,12:18,165000,232
Kebumen,Pemalang,Kereta,Joglosemarkerto 167,Eksekutif,08:26,12:18,255000,232
Kebumen,Pemalang,Kereta,Joglosemarkerto 167,Ekonomi,08:37,12:18,130000,221
Kebumen,Cirebon,Kereta,Singasari 103,Ekonomi,23:17,02:35,220000,198
Kebumen,Pemalang,Kereta,Joglosemarkerto 167,Eksekutif,08:37,12:18,200000,221
Kebumen,Surabaya,Kereta,Mutiara Selatan 86,Ekonomi,01:36,07:08,345000,332
Kebumen,Surabaya,Kereta,Mutiara Selatan 86,Ekonomi,01:36,07:08,340000,332
Kebumen,Surabaya,Kereta,Mutiara Selatan 86,Eksekutif,01:36,07:08,465000,332
Kebumen,Surabaya,Kereta,Mutiara Selatan 86,Eksekutif,01:36,07:08,505000,332
Kebumen,Surabaya,Kereta,Mutiara Selatan 86,Eksekutif,01:36,07:08,520000,332
Kebumen,Surabaya,Kereta,Logawa 212,Ekonomi,06:41,13:43,235000,422
Kebumen,Surabaya,Kereta,Logawa 212,Ekonomi,06:41,13:53,235000,432
Kebumen,Surabaya,Kereta,Logawa 212,Ekonomi,06:55,13:43,235000,408
Kebumen,Surabaya,Kereta,Logawa 212,Ekonomi,06:55,13:53,235000,418
Kebumen,Surabaya,Kereta,Mutiara Selatan 86,Ekonomi,01:36,07:08,330000,332
Kebumen,Cirebon,Kereta,Singasari 103,Ekonomi,23:17,02:35,225000,198
Kebumen,Cirebon,Kereta,Singasari 103,Ekonomi,23:17,02:35,210000,198
Kebumen,Cirebon,Kereta,Gajahwong 137,Eksekutif,22:42,01:55,340000,193
Kebumen,Cirebon,Kereta,Senja Utama Solo 87,Ekonomi,21:12,00:06,250000,174
Kebumen,Cirebon,Kereta,Gajayana 55,Eksekutif,21:39,00:26,460000,167
Kebumen,Cirebon,Kereta,Gajayana 55,Eksekutif,21:39,00:26,500000,167
Kebumen,Cirebon,Kereta,Gajayana 55,Eksekutif,21:39,00:26,490000,167
Kebumen,Cirebon,Kereta,Gajayana 55,Eksekutif,21:39,00:26,570000,167
Kebumen,Cirebon,Kereta,Gajayana Luxury 55L,Eksekutif,21:39,00:26,1440000,167
Kebumen,Cirebon,Kereta,Gajayana Luxury 55L,Eksekutif,21:39,00:26,1525000,167
Kebumen,Cirebon,Kereta,Gajayana Luxury 55L,Eksekutif,21:39,00:26,1680000,167
Kebumen,Cirebon,Kereta,Taksaka 69,Eksekutif,22:01,00:43,475000,162
Kebumen,Cirebon,Kereta,Taksaka 69,Eksekutif,22:01,00:43,520000,162
Kebumen,Cirebon,Kereta,Taksaka 69,Eksekutif,22:01,00:43,505000,162
Kebumen,Cirebon,Kereta,Taksaka 69,Eksekutif,22:01,00:43,580000,162
Kebumen,Cirebon,Kereta,Taksaka Luxury 69L,Eksekutif,22:01,00:43,1375000,162
Kebumen,Cirebon,Kereta,Taksaka Luxury 69L,Eksekutif,22:01,00:43,1515000,162
Kebumen,Cirebon,Kereta,Taksaka Luxury 69L,Eksekutif,22:01,00:43,1250000,162
Kebumen,Cirebon,Kereta,Taksaka Luxury 69L,Eksekutif,22:01,00:43,1200000,162
Kebumen,Cirebon,Kereta,Gajahwong 137,Ekonomi,22:42,01:55,210000,193
Kebumen,Cirebon,Kereta,Gajahwong 137,Eksekutif,22:42,01:55,315000,193
Kebumen,Cirebon,Kereta,Gajahwong 137,Eksekutif,22:42,01:55,285000,193
Kebumen,Cirebon,Kereta,Gajahwong 137,Ekonomi,22:42,01:55,195000,193
Kebumen,Cirebon,Kereta,Gajahwong 137,Ekonomi,22:42,01:55,225000,193
Kebumen,Cirebon,Kereta,Senja Utama Solo 87,Eksekutif,21:12,00:06,375000,174
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:08,600000,706
Kebumen,Surabaya,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,17:43,00:13,290000,390
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,05:43,380000,741
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,02:15,275000,344
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,01:59,275000,328
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,01:59,305000,328
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,01:59,315000,328
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,01:59,290000,328
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,20:06,02:00,230000,354
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,20:06,02:00,250000,354
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,20:06,02:00,220000,354
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,20:06,02:00,240000,354
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,02:15,315000,344
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,19:54,02:00,250000,366
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,19:54,02:00,220000,366
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,19:54,02:00,240000,366
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:34,01:30,250000,356
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:34,01:30,340000,356
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:34,01:30,380000,356
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:34,01:30,240000,356
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:34,01:30,230000,356
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:34,01:30,360000,356
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:21,01:30,380000,369
Kebumen,Bekasi,Kereta,Kutojaya Utara 223,Ekonomi,19:54,02:00,230000,366
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:21,01:30,220000,369
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,02:15,290000,344
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:44,02:15,315000,331
Kebumen,Bekasi,Kereta,Gajahwong 137,Ekonomi,22:42,04:44,280000,362
Kebumen,Bekasi,Kereta,Gajahwong 137,Eksekutif,22:42,04:44,380000,362
Kebumen,Bekasi,Kereta,Gajahwong 137,Eksekutif,22:42,04:44,450000,362
Kebumen,Bekasi,Kereta,Gajayana 55,Eksekutif,21:39,02:38,760000,299
Kebumen,Bekasi,Kereta,Gajayana Luxury 55L,Eksekutif,21:39,02:38,1525000,299
Kebumen,Bekasi,Kereta,Gajayana 55,Eksekutif,21:39,02:38,650000,299
Kebumen,Bekasi,Kereta,Gajayana Luxury 55L,Eksekutif,21:39,02:38,1680000,299
Kebumen,Bekasi,Kereta,Gajayana Luxury 55L,Eksekutif,21:39,02:38,1440000,299
Kebumen,Bekasi,Kereta,Gajayana 55,Eksekutif,21:39,02:38,665000,299
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:31,02:15,305000,344
Kebumen,Bekasi,Kereta,Gajayana 55,Eksekutif,21:39,02:38,610000,299
Kebumen,Bekasi,Kereta,Senja Utama Solo 87,Eksekutif,21:12,02:29,520000,317
Kebumen,Bekasi,Kereta,Senja Utama Solo 87,Eksekutif,21:12,02:29,500000,317
Kebumen,Bekasi,Kereta,Senja Utama Solo 87,Ekonomi,21:12,02:29,350000,317
Kebumen,Bekasi,Kereta,Senja Utama Solo 87,Ekonomi,21:12,02:29,320000,317
Kebumen,Bekasi,Kereta,Senja Utama Solo 87,Eksekutif,21:12,02:29,550000,317
Kebumen,Bekasi,Kereta,Senja Utama Solo 87,Ekonomi,21:12,02:29,330000,317
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:44,02:15,305000,331
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:44,02:15,290000,331
Kebumen,Bekasi,Kereta,Jayakarta 217B,Ekonomi,20:44,02:15,275000,331
Kebumen,Bekasi,Kereta,Senja Utama Solo 87,Ekonomi,21:12,02:29,360000,317
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:21,01:30,250000,369
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:21,01:30,360000,369
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:21,01:30,230000,369
Kebumen,Bekasi,Kereta,Argo Semeru Compartment 17CS,Eksekutif,14:08,19:07,1840000,299
Kebumen,Bekasi,Kereta,Argo Semeru 17,Eksekutif,14:08,19:07,595000,299
Kebumen,Bekasi,Kereta,Argo Semeru Compartment 17CS,Eksekutif,14:08,19:07,1720000,299
Kebumen,Bekasi,Kereta,Argo Semeru Compartment 17CS,Eksekutif,14:08,19:07,1800000,299
Kebumen,Bekasi,Kereta,Argo Semeru 17,Eksekutif,14:08,19:07,620000,299
Kebumen,Bekasi,Kereta,Argo Semeru 17,Eksekutif,14:08,19:07,555000,299
Kebumen,Bekasi,Kereta,Argo Semeru 17,Eksekutif,14:08,19:07,695000,299
Kebumen,Bekasi,Kereta,Progo 247,Ekonomi,13:52,20:35,270000,403
Kebumen,Bekasi,Kereta,Progo 247,Ekonomi,13:39,20:35,270000,416
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Eksekutif,18:30,00:38,435000,368
Kebumen,Bekasi,Kereta,Bogowonto 135,Eksekutif,11:35,17:43,500000,368
Kebumen,Bekasi,Kereta,Bogowonto 135,Eksekutif,11:35,17:43,480000,368
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:18,740000,333
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:18,670000,333
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:18,650000,333
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:18,600000,333
Kebumen,Jakarta,Kereta,Jaka Tingkir 221A,Ekonomi,01:23,07:32,310000,369
Kebumen,Jakarta,Kereta,Jaka Tingkir 221A,Ekonomi,01:23,07:32,300000,369
Kebumen,Jakarta,Kereta,Jaka Tingkir 221A,Ekonomi,01:23,07:32,330000,369
Kebumen,Jakarta,Kereta,Jaka Tingkir 221A,Ekonomi,01:23,07:20,330000,357
Kebumen,Bekasi,Kereta,Bogowonto 135,Ekonomi,11:35,17:43,310000,368
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Eksekutif,18:30,00:38,395000,368
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Ekonomi,18:30,00:38,290000,368
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Ekonomi,18:30,00:38,305000,368
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:21,01:30,240000,369
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:21,01:30,340000,369
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:09,01:30,230000,381
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:09,01:30,240000,381
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:09,01:30,380000,381
Kebumen,Bekasi,Kereta,Sawunggalih 149,Ekonomi,19:09,01:30,250000,381
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:09,01:30,340000,381
Kebumen,Bekasi,Kereta,Sawunggalih 149,Eksekutif,19:09,01:30,360000,381
Kebumen,Bekasi,Kereta,Senja Utama Yk 139,Eksekutif,18:52,00:33,470000,341
Kebumen,Bekasi,Kereta,Senja Utama Yk 139,Ekonomi,18:52,00:33,340000,341
Kebumen,Bekasi,Kereta,Senja Utama Yk 139,Ekonomi,18:52,00:33,330000,341
Kebumen,Bekasi,Kereta,Senja Utama Yk 139,Eksekutif,18:52,00:33,520000,341
Kebumen,Bekasi,Kereta,Senja Utama Yk 139,Ekonomi,18:52,00:33,310000,341
Kebumen,Bekasi,Kereta,Senja Utama Yk 139,Eksekutif,18:52,00:33,490000,341
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:08,550000,706
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Ekonomi,18:30,00:54,290000,384
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Eksekutif,18:30,00:54,450000,384
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Ekonomi,18:30,00:54,305000,384
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Ekonomi,18:30,00:54,315000,384
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Eksekutif,18:30,00:54,435000,384
Kebumen,Bekasi,Kereta,Gaya Baru Malam Selatan 105,Eksekutif,18:30,00:54,395000,384
Kebumen,Bekasi,Kereta,Gajahwong 137,Eksekutif,22:42,04:44,420000,362
Kebumen,Bekasi,Kereta,Gajahwong 137,Ekonomi,22:42,04:44,260000,362
Kebumen,Bekasi,Kereta,Senja Utama Yk 139,Ekonomi,18:52,00:33,300000,341
Kebumen,Bekasi,Kereta,Singasari 103,Ekonomi,23:17,05:40,360000,383
Kebumen,Sragen,Kereta,Ranggajati 116,Ekonomi,10:09,12:56,240000,167
Kebumen,Sragen,Kereta,Ranggajati 116,Eksekutif,10:20,12:56,360000,156
Kebumen,Sragen,Kereta,Ranggajati 116,Ekonomi,10:20,12:56,240000,156
Kebumen,Sragen,Kereta,Pasundan 240,Ekonomi,16:42,19:42,165000,180
Kebumen,Sragen,Kereta,Pasundan 240,Ekonomi,16:42,19:42,175000,180
Kebumen,Sragen,Kereta,Pasundan 240,Ekonomi,16:42,19:42,170000,180
Kebumen,Sragen,Kereta,Wijayakusuma 118,Ekonomi,17:11,19:57,230000,166
Kebumen,Sragen,Kereta,Wijayakusuma 118,Ekonomi,17:11,19:57,240000,166
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:11,19:57,300000,166
Kebumen,Sragen,Kereta,Ranggajati 116,Eksekutif,10:09,12:56,360000,167
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:11,19:57,350000,166
Kebumen,Sragen,Kereta,Wijayakusuma 118,Ekonomi,17:11,19:57,225000,166
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:11,19:57,290000,166
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:11,19:57,360000,166
Kebumen,Sragen,Kereta,Wijayakusuma 118,Ekonomi,17:22,19:57,240000,155
Kebumen,Sragen,Kereta,Wijayakusuma 118,Ekonomi,17:22,19:57,225000,155
Kebumen,Sragen,Kereta,Wijayakusuma 118,Ekonomi,17:22,19:57,230000,155
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:22,19:57,330000,155
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:22,19:57,350000,155
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:22,19:57,290000,155
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:11,19:57,330000,166
Kebumen,Banyumas,Kereta,Joglosemarkerto 167,Ekonomi,08:37,16:05,225000,448
Kebumen,Banyumas,Kereta,Joglosemarkerto 167,Eksekutif,08:37,16:05,350000,448
Kebumen,Banyumas,Kereta,Joglosemarkerto 167,Eksekutif,08:26,16:05,350000,459
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:43,580000,741
Kebumen,Bekasi,Kereta,Gajahwong 137,Ekonomi,22:42,04:44,300000,362
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,05:43,400000,741
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:43,600000,741
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:43,550000,741
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,05:43,370000,741
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:29,600000,727
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,05:29,400000,727
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:29,550000,727
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,05:29,580000,727
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,05:29,370000,727
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,05:29,380000,727
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,04:49,600000,687
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,04:49,400000,687
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,04:49,380000,687
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,04:49,550000,687
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Eksekutif,17:22,04:49,580000,687
Kebumen,Sragen,Kereta,Logawa 212,Ekonomi,06:41,09:57,175000,196
Kebumen,Sragen,Kereta,Logawa 212,Ekonomi,06:55,09:57,175000,182
Kebumen,Sragen,Kereta,Logawa 212,Ekonomi,07:06,09:57,175000,171
Kebumen,Banyumas,Kereta,Joglosemarkerto 167,Ekonomi,08:26,16:05,225000,459
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:22,19:57,360000,155
Kebumen,Sragen,Kereta,Wijayakusuma 118,Eksekutif,17:22,19:57,300000,155
Kebumen,Banyuwangi,Kereta,Wijayakusuma 118,Ekonomi,17:22,04:49,370000,687
Kebumen,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,17:43,20:33,220000,170
Kebumen,Karawang,Kereta,Singasari 103,Eksekutif,23:17,05:01,490000,344
Kebumen,Karawang,Kereta,Singasari 103,Ekonomi,23:17,05:01,350000,344
Kebumen,Karawang,Kereta,Singasari 103,Eksekutif,23:17,05:01,510000,344
Kebumen,Karawang,Kereta,Singasari 103,Ekonomi,23:17,05:01,360000,344
Kebumen,Karawang,Kereta,Singasari 103,Ekonomi,23:17,05:01,370000,344
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,06:00,585000,329
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,06:00,640000,329
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,06:00,705000,329
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,06:00,625000,329
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,05:44,625000,313
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,05:44,705000,313
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,05:44,585000,313
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:36,600000,351
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:36,670000,351
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:36,650000,351
Kebumen,Jakarta,Kereta,Manahan 81F,Eksekutif,00:45,06:36,740000,351
Kebumen,Bekasi,Kereta,Singasari 103,Eksekutif,23:17,05:40,510000,383
Kebumen,Bekasi,Kereta,Singasari 103,Eksekutif,23:17,05:40,490000,383
Kebumen,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,17:43,20:33,205000,170
Kebumen,Bekasi,Kereta,Singasari 103,Ekonomi,23:17,05:40,370000,383
Kebumen,Bekasi,Kereta,Singasari 103,Ekonomi,23:17,05:40,350000,383
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:30,02:15,235000,165
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:30,02:15,205000,165
Kebumen,Jakarta,Kereta,Bima 59,Eksekutif,00:31,05:44,640000,313
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:30,02:15,220000,165
Kebumen,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,17:43,20:33,235000,170
Kebumen,Sragen,Kereta,Gaya Baru Malam Selatan 106,Eksekutif,17:43,20:33,340000,170
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:30,02:15,230000,165
Kebumen,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,17:43,20:33,230000,170
Kebumen,Sragen,Kereta,Gaya Baru Malam Selatan 106,Eksekutif,17:43,20:33,325000,170
Kebumen,Sragen,Kereta,Gaya Baru Malam Selatan 106,Eksekutif,17:43,20:33,295000,170
Kebumen,Sragen,Kereta,Bangunkarta 124,Ekonomi,18:32,21:23,195000,171
Kebumen,Sragen,Kereta,Bangunkarta 124,Ekonomi,18:32,21:23,180000,171
Kebumen,Sragen,Kereta,Bangunkarta 124,Eksekutif,18:32,21:23,310000,171
Kebumen,Sragen,Kereta,Bangunkarta 124,Ekonomi,18:32,21:23,190000,171
Kebumen,Sragen,Kereta,Bangunkarta 124,Eksekutif,18:32,21:23,320000,171
Kebumen,Sragen,Kereta,Bangunkarta 124,Ekonomi,18:32,21:23,210000,171
Kebumen,Sragen,Kereta,Bangunkarta 124,Ekonomi,18:32,21:23,200000,171
Kebumen,Sragen,Kereta,Bangunkarta 124,Eksekutif,18:32,21:23,285000,171
Kebumen,Sragen,Kereta,Kertanegara 134,Eksekutif,19:45,22:24,310000,159
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:17,02:15,235000,178
Kebumen,Sragen,Kereta,Kertanegara 134,Ekonomi,19:45,22:24,195000,159
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:17,02:15,220000,178
Kebumen,Sragen,Kereta,Bangunkarta 124,Ekonomi,18:32,21:23,205000,171
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:17,02:15,230000,178
Kebumen,Sragen,Kereta,Jayakarta 218B,Ekonomi,23:17,02:15,205000,178
Kediri,Jakarta,Bus,MTrans,Eksekutif,08:45,19:20,398000,635
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:15,19:20,398000,605
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:15,20:40,398000,685
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:15,20:30,398000,675
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:15,20:00,398000,645
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:10,20:30,398000,680
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:10,20:40,398000,690
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:10,20:00,398000,650
Kediri,Jakarta,Bus,MTrans,Eksekutif,08:45,20:40,398000,715
Kediri,Jakarta,Bus,MTrans,Eksekutif,08:45,20:30,398000,705
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:20,20:30,398000,670
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:10,19:20,398000,610
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:20,19:20,398000,600
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:30,20:40,398000,670
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:20,20:40,398000,680
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:40,20:40,398000,660
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:40,20:00,398000,620
Kediri,Jakarta,Bus,MTrans,Eksekutif,08:45,20:40,398000,715
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:30,20:30,398000,660
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:30,20:40,398000,670
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:30,20:00,398000,630
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:20,20:00,398000,640
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:30,20:00,398000,630
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:30,19:20,398000,590
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:30,19:20,398000,590
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:20,19:20,398000,600
Kediri,Jakarta,Bus,MTrans,Eksekutif,09:20,20:00,398000,640
